ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
TCA-GLYOX-BYPASS__PK__MetaCyc	superpathway of glyoxylate bypass and TCA	22	13	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.10.7410,Tb927.11.5050,Tb927.11.900,Tb927.3.2230,Tb927.3.4500,Tb927.5.2080,Tb927.8.3380,Tb927.8.6580,Tb927.9.11110,Tb927.9.5590,	59.1	2.44	4.64	0.000459589941523	0.0603123415568	0.784060440238
PWY-6969__PK__MetaCyc	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	22	13	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.10.7410,Tb927.11.5050,Tb927.11.900,Tb927.3.2230,Tb927.3.4500,Tb927.5.2080,Tb927.8.3380,Tb927.8.6580,Tb927.9.11110,Tb927.9.5590,	59.1	2.44	4.64	0.000459589941523	0.0603123415568	0.784060440238
TCA__PK__MetaCyc	TCA cycle I (prokaryotic)	22	13	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.10.7410,Tb927.11.5050,Tb927.11.900,Tb927.3.2230,Tb927.3.4500,Tb927.5.2080,Tb927.8.3380,Tb927.8.6580,Tb927.9.11110,Tb927.9.5590,	59.1	2.44	4.64	0.000459589941523	0.0603123415568	0.784060440238
ec00620__PK__KEGG	Pyruvate metabolism	62	27	Tb927.10.10390,Tb927.10.12260,Tb927.10.15410,Tb927.10.2350,Tb927.10.2550,Tb927.10.2560,Tb927.10.7440,Tb927.11.11680,Tb927.11.2690,Tb927.11.4700,Tb927.11.5050,Tb927.11.5440,Tb927.11.5450,Tb927.11.6280,Tb927.2.4210,Tb927.3.4260,Tb927.3.4500,Tb927.4.5040,Tb927.5.2080,Tb927.6.2200,Tb927.6.3050,Tb927.6.4210,Tb927.8.2520,Tb927.8.2540,Tb927.8.6580,Tb927.8.7100,Tb927.9.5590,	43.5	1.8	2.52	0.000506772424981	0.061753839787	0.864553757018
PWY-5690__PK__MetaCyc	TCA cycle II (plants and fungi)	20	12	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.10.7410,Tb927.11.5050,Tb927.3.2230,Tb927.3.4500,Tb927.5.2080,Tb927.8.3380,Tb927.8.6580,Tb927.9.11110,Tb927.9.5590,	60.0	2.48	4.81	0.000635707130226	0.0723010909444	1.0
PWY-6728__PK__MetaCyc	methylaspartate cycle	42	20	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.10.7410,Tb927.10.9770,Tb927.11.11220,Tb927.11.3250,Tb927.11.5050,Tb927.11.900,Tb927.3.2230,Tb927.3.4500,Tb927.5.2080,Tb927.7.920,Tb927.8.3250,Tb927.8.3380,Tb927.8.6580,Tb927.8.7100,Tb927.9.11110,Tb927.9.5590,Tb927.9.5900,	47.6	1.96	2.95	0.000695495476365	0.0741572051674	1.0
PWY-5367__PK__MetaCyc	petroselinate biosynthesis	21	12	Tb927.10.7740,Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.3.1840,Tb927.5.1210,Tb927.5.3700,Tb927.7.6450,Tb927.8.1440,Tb927.8.6410,Tb927.8.6420,Tb927.8.7570,	57.1	2.36	4.27	0.0011630846948	0.116718969961	1.0
PWY-7117__PK__MetaCyc	C4 photosynthetic carbon assimilation cycle, PEPCK type	10	7	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,Tb927.11.5440,Tb927.11.5450,Tb927.11.6280,Tb927.2.4210,	70.0	2.89	7.42	0.00280215486067	0.257184659706	1.0
TRNA-CHARGING-PWY__PK__MetaCyc	tRNA charging	37	17	Tb927.10.1250,Tb927.10.12890,Tb927.10.1500,Tb927.10.9190,Tb927.11.2360,Tb927.11.4380,Tb927.2.4240,Tb927.2.5060,Tb927.3.5580,Tb927.4.2310,Tb927.5.1090,Tb927.6.1880,Tb927.6.4480,Tb927.6.700,Tb927.6.950,Tb927.7.3620,Tb927.8.1600,	45.9	1.9	2.74	0.00286430746449	0.257184659706	1.0
P162-PWY__PK__MetaCyc	L-glutamate degradation V (via hydroxyglutarate)	23	12	Tb927.10.9770,Tb927.11.11220,Tb927.11.16480,Tb927.11.2690,Tb927.11.3250,Tb927.2.4130,Tb927.7.920,Tb927.8.2520,Tb927.8.2540,Tb927.8.3250,Tb927.9.11330,Tb927.9.5900,	52.2	2.15	3.49	0.00329399299587	0.264336736336	1.0
PWY-5538__PK__MetaCyc	pyruvate fermentation to acetate VI	4	4	Tb927.10.7410,Tb927.11.2690,Tb927.3.2230,Tb927.9.11110,	100.0	4.13	inf	0.00340879730327	0.264336736336	1.0
PWY-5537__PK__MetaCyc	pyruvate fermentation to acetate V	4	4	Tb927.10.7410,Tb927.11.2690,Tb927.3.2230,Tb927.9.11110,	100.0	4.13	inf	0.00340879730327	0.264336736336	1.0
PWY-7791__PK__MetaCyc	UMP biosynthesis III	6	5	Tb927.5.3800,Tb927.5.3810,Tb927.5.3820,Tb927.5.3830,Tb927.8.5630,	83.3	3.44	15.83	0.00393356315904	0.268426349973	1.0
PWY-7790__PK__MetaCyc	UMP biosynthesis II	6	5	Tb927.5.3800,Tb927.5.3810,Tb927.5.3820,Tb927.5.3830,Tb927.8.5630,	83.3	3.44	15.83	0.00393356315904	0.268426349973	1.0
PWY-6590__PK__MetaCyc	superpathway of <i>Clostridium acetobutylicum</i> acidogenic fermentation	6	5	Tb927.10.7440,Tb927.11.16480,Tb927.2.4130,Tb927.8.2540,Tb927.9.11330,	83.3	3.44	15.83	0.00393356315904	0.268426349973	1.0
MALATE-ASPARTATE-SHUTTLE-PWY__PK__MetaCyc	L-aspartate degradation II	13	8	Tb927.1.3950,Tb927.10.11970,Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.11.5090,Tb927.5.2080,Tb927.9.5590,	61.5	2.54	5.09	0.00443247566485	0.270064410151	1.0
P108-PWY__PK__MetaCyc	pyruvate fermentation to propanoate I	13	8	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.11.5050,Tb927.3.4500,Tb927.5.2080,Tb927.8.6580,Tb927.9.5590,	61.5	2.54	5.09	0.00443247566485	0.270064410151	1.0
PWY-5088__PK__MetaCyc	L-glutamate degradation VIII (to propanoate)	13	8	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.11.5050,Tb927.3.4500,Tb927.5.2080,Tb927.8.6580,Tb927.9.5590,	61.5	2.54	5.09	0.00443247566485	0.270064410151	1.0
PWY-5392__PK__MetaCyc	reductive TCA cycle II	24	12	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.10.7410,Tb927.11.10020,Tb927.11.5050,Tb927.3.2230,Tb927.3.4500,Tb927.5.2080,Tb927.8.6580,Tb927.9.11110,Tb927.9.5590,	50.0	2.06	3.2	0.00517308376513	0.304320031148	1.0
ec00970__PK__KEGG	Aminoacyl-tRNA biosynthesis	42	18	Tb927.10.1250,Tb927.10.12890,Tb927.10.1500,Tb927.10.9190,Tb927.11.2360,Tb927.11.4380,Tb927.11.9590,Tb927.2.4240,Tb927.2.5060,Tb927.3.5580,Tb927.4.2310,Tb927.5.1090,Tb927.6.1880,Tb927.6.4480,Tb927.6.700,Tb927.6.950,Tb927.7.3620,Tb927.8.1600,	42.9	1.77	2.41	0.00548270188289	0.311782980407	1.0
PWY-7388__PK__MetaCyc	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	11	7	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,Tb927.8.7100,	63.6	2.63	5.56	0.00611386697049	0.325945532864	1.0
PWY-7858__PK__MetaCyc	(5Z)-dodecenoate biosynthesis II	11	7	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.2.5020,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	63.6	2.63	5.56	0.00611386697049	0.325945532864	1.0
P105-PWY__PK__MetaCyc	TCA cycle IV (2-oxoglutarate decarboxylase)	22	11	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.11.5050,Tb927.11.900,Tb927.11.9980,Tb927.3.4500,Tb927.5.2080,Tb927.8.3380,Tb927.8.6580,Tb927.9.5590,	50.0	2.06	3.19	0.00740060606221	0.346262868892	1.0
ec00250__PK__KEGG	Alanine, aspartate and glutamate metabolism	37	16	Tb927.1.3950,Tb927.10.11970,Tb927.10.3210,Tb927.10.9770,Tb927.11.11220,Tb927.11.3250,Tb927.11.5090,Tb927.5.3800,Tb927.5.3820,Tb927.6.4210,Tb927.7.920,Tb927.8.3250,Tb927.8.6580,Tb927.9.1960,Tb927.9.5900,Tb927.9.7550,	43.2	1.78	2.44	0.00786159717484	0.346262868892	1.0
PWY-6366__PK__MetaCyc	D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate biosynthesis	14	8	Tb927.1.3300,Tb927.11.1430,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,Tb927.9.12470,	57.1	2.36	4.24	0.00818512809793	0.346262868892	1.0
PWY-6282__PK__MetaCyc	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	9	6	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	66.7	2.75	6.34	0.00832167504371	0.346262868892	1.0
PWY-6284__PK__MetaCyc	superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)	9	6	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	66.7	2.75	6.34	0.00832167504371	0.346262868892	1.0
PWY-7664__PK__MetaCyc	oleate biosynthesis IV (anaerobic)	9	6	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	66.7	2.75	6.34	0.00832167504371	0.346262868892	1.0
PWY-7663__PK__MetaCyc	gondoate biosynthesis (anaerobic)	9	6	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	66.7	2.75	6.34	0.00832167504371	0.346262868892	1.0
PWY-5973__PK__MetaCyc	<i>cis</i>-vaccenate biosynthesis	9	6	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	66.7	2.75	6.34	0.00832167504371	0.346262868892	1.0
PWY0-862__PK__MetaCyc	(5Z)-dodecenoate biosynthesis I	9	6	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	66.7	2.75	6.34	0.00832167504371	0.346262868892	1.0
ec00410__PK__KEGG	beta-Alanine metabolism	17	9	Tb927.10.9360,Tb927.11.16480,Tb927.2.4130,Tb927.2.5020,Tb927.6.3050,Tb927.6.4210,Tb927.7.5680,Tb927.9.11330,Tb927.9.1960,	52.9	2.18	3.58	0.0096547415935	0.392166408536	1.0
PWY-7383__PK__MetaCyc	anaerobic energy metabolism (invertebrates, cytosol)	20	10	Tb927.1.3950,Tb927.10.11970,Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.11.5090,Tb927.2.4210,Tb927.5.2080,Tb927.9.12320,Tb927.9.5590,	50.0	2.06	3.19	0.0106120022759	0.421025020528	1.0
FERMENTATION-PWY__PK__MetaCyc	mixed acid fermentation	23	11	Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.10.7440,Tb927.11.4700,Tb927.11.5050,Tb927.11.900,Tb927.3.4500,Tb927.5.2080,Tb927.8.6580,Tb927.9.5590,	47.8	1.97	2.92	0.011165001373	0.432238966784	1.0
PWY-6365__PK__MetaCyc	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis	12	7	Tb927.1.3300,Tb927.11.1430,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	58.3	2.41	4.44	0.0116547435358	0.432238966784	1.0
PWY-5491__PK__MetaCyc	diethylphosphate degradation	12	7	Tb927.1.3300,Tb927.10.13090,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	58.3	2.41	4.44	0.0116547435358	0.432238966784	1.0
ec00310__PK__KEGG	Lysine degradation	68	25	Tb927.1.3950,Tb927.10.10390,Tb927.10.12260,Tb927.10.5670,Tb927.10.9360,Tb927.11.11680,Tb927.11.12480,Tb927.11.15370,Tb927.11.16480,Tb927.11.2690,Tb927.11.3200,Tb927.11.9980,Tb927.2.4130,Tb927.3.1840,Tb927.3.3900,Tb927.3.5620,Tb927.4.5040,Tb927.5.1930,Tb927.6.3050,Tb927.6.4210,Tb927.8.2520,Tb927.8.2540,Tb927.8.5530,Tb927.9.5590,Tb927.9.7700,	36.8	1.52	1.88	0.0124125307776	0.443124516633	1.0
ANAPHENOXI-PWY__PK__MetaCyc	L-phenylalanine degradation II (anaerobic)	5	4	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,Tb927.6.4210,	80.0	3.3	12.63	0.0137664709153	0.443124516633	1.0
CENTFERM-PWY__PK__MetaCyc	pyruvate fermentation to butanoate	5	4	Tb927.11.16480,Tb927.2.4130,Tb927.8.2540,Tb927.9.11330,	80.0	3.3	12.63	0.0137664709153	0.443124516633	1.0
PWY-6318__PK__MetaCyc	L-phenylalanine degradation IV (mammalian, via side chain)	5	4	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,Tb927.6.4210,	80.0	3.3	12.63	0.0137664709153	0.443124516633	1.0
PWY-5686__PK__MetaCyc	UMP biosynthesis I	5	4	Tb927.5.3800,Tb927.5.3810,Tb927.5.3820,Tb927.8.5630,	80.0	3.3	12.63	0.0137664709153	0.443124516633	1.0
P163-PWY__PK__MetaCyc	L-lysine fermentation to acetate and butanoate	5	4	Tb927.10.7440,Tb927.11.2690,Tb927.8.2540,Tb927.9.11330,	80.0	3.3	12.63	0.0137664709153	0.443124516633	1.0
ec00401__PK__KEGG	Novobiocin biosynthesis	5	4	Tb927.1.3950,Tb927.10.11970,Tb927.11.1540,Tb927.11.5090,	80.0	3.3	12.63	0.0137664709153	0.443124516633	1.0
ec00640__PK__KEGG	Propanoate metabolism	49	19	Tb927.10.10390,Tb927.10.12260,Tb927.10.14000,Tb927.10.7410,Tb927.10.7440,Tb927.11.10020,Tb927.11.16480,Tb927.11.2690,Tb927.11.4700,Tb927.2.4130,Tb927.2.5020,Tb927.3.2230,Tb927.4.5040,Tb927.6.3050,Tb927.8.2520,Tb927.8.7100,Tb927.9.11110,Tb927.9.11330,Tb927.9.5590,	38.8	1.6	2.03	0.0153266665341	0.484209131615	1.0
PWY66-391__PK__MetaCyc	fatty acid &beta;-oxidation VI (peroxisome)	10	6	Tb927.11.16480,Tb927.2.4130,Tb927.2.5020,Tb927.6.2010,Tb927.8.1440,Tb927.8.2540,	60.0	2.48	4.75	0.0166009553182	0.496863680226	1.0
FASYN-ELONG-PWY__PK__MetaCyc	fatty acid elongation -- saturated	10	6	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	60.0	2.48	4.75	0.0166009553182	0.496863680226	1.0
PWY0-881__PK__MetaCyc	superpathway of fatty acid biosynthesis I (E. coli)	10	6	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	60.0	2.48	4.75	0.0166009553182	0.496863680226	1.0
PWY-6352__PK__MetaCyc	3-phosphoinositide biosynthesis	31	13	Tb927.1.1930,Tb927.1.3300,Tb927.10.1060,Tb927.11.14250,Tb927.11.16340,Tb927.11.16760,Tb927.11.2920,Tb927.11.3240,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.8.3150,Tb927.9.10640,	41.9	1.73	2.3	0.0214387236029	0.622468803384	1.0
PWY-7119__PK__MetaCyc	sphingolipid recycling and degradation (yeast)	25	11	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.2.5750,Tb927.3.2110,Tb927.3.3340,Tb927.7.1240,Tb927.7.5210,Tb927.8.6080,Tb927.9.10640,Tb927.9.5040,	44.0	1.82	2.5	0.0228502731406	0.622468803384	1.0
PWY-6604__PK__MetaCyc	superpathway of <i>Clostridium acetobutylicum</i> acidogenic and solventogenic fermentation	19	9	Tb927.10.7440,Tb927.11.10020,Tb927.11.16480,Tb927.11.2690,Tb927.11.4700,Tb927.2.4130,Tb927.8.2540,Tb927.9.11330,Tb927.9.5590,	47.4	1.95	2.86	0.0229411471887	0.622468803384	1.0
ec00062__PK__KEGG	Fatty acid elongation	19	9	Tb927.11.16480,Tb927.2.4130,Tb927.3.1840,Tb927.3.4260,Tb927.5.1210,Tb927.7.4160,Tb927.7.4170,Tb927.7.4180,Tb927.8.2540,	47.4	1.95	2.86	0.0229411471887	0.622468803384	1.0
PROPFERM-PWY__PK__MetaCyc	L-alanine fermentation to propanoate and acetate	19	9	Tb927.1.3950,Tb927.10.7440,Tb927.10.9770,Tb927.11.11220,Tb927.11.2690,Tb927.11.3250,Tb927.7.920,Tb927.8.3250,Tb927.9.5900,	47.4	1.95	2.86	0.0229411471887	0.622468803384	1.0
PWY-5109__PK__MetaCyc	fermentation to 2-methylbutanoate	8	5	Tb927.11.16480,Tb927.11.2690,Tb927.2.4130,Tb927.6.2200,Tb927.8.2540,	62.5	2.58	5.27	0.0236213976563	0.622468803384	1.0
REDCITCYC__PK__MetaCyc	TCA cycle VIII (Helicobacter)	8	5	Tb927.11.2690,Tb927.11.5050,Tb927.11.900,Tb927.3.4500,Tb927.8.6580,	62.5	2.58	5.27	0.0236213976563	0.622468803384	1.0
ec00650__PK__KEGG	Butanoate metabolism	38	15	Tb927.10.7740,Tb927.10.9360,Tb927.11.10020,Tb927.11.16480,Tb927.11.2690,Tb927.2.4130,Tb927.5.3700,Tb927.6.4210,Tb927.8.1440,Tb927.8.2540,Tb927.8.3380,Tb927.8.6110,Tb927.8.6580,Tb927.9.11330,Tb927.9.5590,	39.5	1.63	2.08	0.0252659922338	0.622468803384	1.0
PWY3O-355__PK__MetaCyc	stearate biosynthesis III (fungi)	32	13	Tb927.10.5670,Tb927.11.10020,Tb927.11.12480,Tb927.11.4380,Tb927.2.3910,Tb927.3.1840,Tb927.3.3900,Tb927.3.4260,Tb927.5.1210,Tb927.8.2520,Tb927.8.6410,Tb927.8.6420,Tb927.9.7700,	40.6	1.68	2.18	0.0283959929167	0.622468803384	1.0
PWY-5994__PK__MetaCyc	palmitate biosynthesis I (animals and fungi)	32	13	Tb927.10.5670,Tb927.11.10020,Tb927.11.12480,Tb927.11.4380,Tb927.2.3910,Tb927.3.1840,Tb927.3.3900,Tb927.3.4260,Tb927.5.1210,Tb927.8.2520,Tb927.8.6410,Tb927.8.6420,Tb927.9.7700,	40.6	1.68	2.18	0.0283959929167	0.622468803384	1.0
PWY-7881__PK__MetaCyc	virginiae butanolide type &gamma;-butyrolactones biosynthesis	11	6	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
PWY-7882__PK__MetaCyc	IM-2 type &gamma;-butyrolactones biosynthesis	11	6	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
ec00660__PK__KEGG	C5-Branched dibasic acid metabolism	11	6	Tb927.10.7410,Tb927.10.7740,Tb927.3.2230,Tb927.5.3700,Tb927.8.1440,Tb927.9.11110,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
PWY-7878__PK__MetaCyc	A-factor &gamma;-butyrolactone biosynthesis	11	6	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
PWY-7254__PK__MetaCyc	TCA cycle VII (acetate-producers)	11	6	Tb927.11.2690,Tb927.11.5050,Tb927.11.900,Tb927.3.4500,Tb927.8.3380,Tb927.8.6580,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
PWY-6991__PK__MetaCyc	(-)-camphor biosynthesis	11	6	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
PWY-6456__PK__MetaCyc	serinol biosynthesis	11	6	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
PWY-6575__PK__MetaCyc	juvenile hormone III biosynthesis I	11	6	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
PWY-6686__PK__MetaCyc	mannosylglucosylglycerate biosynthesis I	11	6	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
PWY-6990__PK__MetaCyc	(+)-camphor biosynthesis	11	6	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	54.5	2.25	3.8	0.0291854613356	0.622468803384	1.0
ec00592__PK__KEGG	alpha-Linolenic acid metabolism	42	16	Tb927.1.4830,Tb927.10.13630,Tb927.11.10370,Tb927.11.10670,Tb927.11.16480,Tb927.11.4700,Tb927.2.3080,Tb927.2.4130,Tb927.2.5020,Tb927.3.1840,Tb927.5.1870,Tb927.6.2010,Tb927.7.6450,Tb927.8.2540,Tb927.8.7570,Tb927.9.12700,	38.1	1.57	1.97	0.0300381219777	0.622468803384	1.0
ec00330__PK__KEGG	Arginine and proline metabolism	59	21	Tb927.1.3950,Tb927.10.11970,Tb927.10.14000,Tb927.10.3210,Tb927.10.5670,Tb927.10.9360,Tb927.11.12480,Tb927.11.5090,Tb927.3.1840,Tb927.3.3900,Tb927.5.1090,Tb927.6.3050,Tb927.6.4210,Tb927.6.4470,Tb927.7.210,Tb927.7.2440,Tb927.8.2520,Tb927.8.3060,Tb927.9.1960,Tb927.9.6210,Tb927.9.7700,	35.6	1.47	1.77	0.0308189774445	0.622468803384	1.0
